Date,MMM,AOS,ABT,ABBV,ACN,ADBE,AMD,AES,AFL,A,APD,AKAM,ALB,ARE,ALGN,ALLE,LNT,ALL,GOOGL,GOOG,MO,AMZN,AMCR,AEE,AEP,AXP,AIG,AMT,AWK,AMP,AME,AMGN,APH,ADI,ANSS,AON,APA,APO,AAPL,AMAT,APTV,ACGL,ADM,ANET,AJG,AIZ,T,ATO,ADSK,ADP,AZO,AVB,AVY,AXON,BKR,BALL,BAC,BAX,BDX,BBY,TECH,BIIB,BLK,BX,BK,BA,BKNG,BWA,BSX,BMY,AVGO,BR,BRO,BLDR,BG,BXP,CHRW,CDNS,CZR,CPT,CPB,COF,CAH,KMX,CCL,CAT,CBOE,CBRE,CDW,CE,COR,CNC,CNP,CF,CRL,SCHW
30/09/2013,68.90543365,18.95267105,26.57723618,28.12697601,60.06340408,51.93999863,3.809999943,9.091888428,23.5682373,33.36583328,75.12993622,51.70000076,53.61943817,44.08750534,48.09999847,,17.06805229,39.65584183,21.84049797,21.73786926,17.07685089,15.63199997,6.021696568,24.37844658,28.61504936,64.16239166,37.71479034,57.7836113,32.74154282,71.08685303,42.7072258,81.55630493,8.685633659,36.87081909,86.51999664,66.51799774,67.08935547,14.54732323,14.75202656,15.01984215,45.23202515,17.15737915,26.72021866,,34.53318405,43.12610626,11.0088625,31.94993401,41.16999817,49.62427902,422.730011,87.78218079,34.94527817,14.88000011,26.2696228,20.14859962,11.11594772,29.20433998,82.36566162,25.72070694,18.27482414,240.7599945,203.9237213,13.95152473,22.81839371,100.0592575,1002.065247,38.02166748,11.73999977,32.36168289,3.217505693,25.84075928,14.30230331,5.880000114,55.73397827,66.94937897,45.35806274,13.51000023,,39.63209152,28.81977844,55.723526,38.15726471,48.47000122,26.96374321,61.55778122,35.81305313,23.12999916,20.20480919,41.98911667,51.7127533,15.98999977,15.87692451,30.82606888,46.25999832,18.44864273
31/10/2013,72.62162018,21.70865059,29.39183998,30.7405777,60.74385834,54.22000122,3.339999914,9.666213036,24.70502663,33.04680634,76.85005951,44.75999832,56.38816452,45.42014694,57.06000137,,18.14957619,41.62490082,25.69713593,25.57638931,18.50862885,18.20149994,6.296798706,25.31607628,30.91876793,69.70909119,40.05694199,61.85256195,34.00265503,78.47026062,44.38692093,84.63143158,9.012270927,38.63404846,87.44999695,70.82866669,70.12825012,16.60639381,16.1738472,15.30259514,44.28742981,18.37135887,29.6649704,,37.53949356,46.61763763,11.99375629,33.21021652,39.90000153,51.44114304,434.6900024,86.37313843,37.83597183,17.78000069,31.15956116,21.94885826,11.252882,29.28437996,86.57371521,29.35589409,19.94800186,244.1900024,226.6731873,14.85207653,24.14998245,111.1296234,1044.568359,38.76654816,11.68999958,36.99917603,3.393019676,28.6160965,14.27022934,7.409999847,60.30078125,64.82003784,45.47224808,12.97000027,,41.41244888,30.3683567,55.66677856,42.9205246,46.99000168,28.62419128,61.95917892,38.34680939,23.22999954,19.46140099,44.69368362,55.29285812,14.03999996,16.29422188,31.523489,49.20999908,19.76639748
30/11/2013,77.41984558,22.75940132,30.71066666,30.7405777,64.02485657,56.77999878,3.640000105,9.995510101,25.37261581,34.87625504,76.72319031,44.72000122,58.53498077,43.68012619,54.63999939,38.71965027,17.89932632,42.77013779,26.42049026,26.29634476,18.38434792,19.68099976,6.205099106,25.08517075,31.40113068,73.11782837,38.58338928,60.62098312,33.81208801,84.91983032,45.67686844,83.47698975,9.540953636,37.78770065,85.66999817,73.11233521,72.25260925,16.08132744,17.3068676,14.91079712,45.47279739,18.64712143,29.32896233,,36.81956863,51.96819305,11.6657486,33.61960602,45.25,54.86231995,461.6000061,81.89042664,39.26524734,17.19000053,30.55342484,22.49637985,12.74306202,30.43139458,89.42300415,27.8126564,19.59612846,290.9700012,229.3878937,16.15191269,25.59290695,114.7396469,1181.850952,40.2851944,11.57999992,36.19607925,3.340738773,31.0496006,14.1316843,7.050000191,59.03990555,62.30864334,44.64255524,13.25,,37.36151123,27.62898827,58.31634903,47.26672745,50.34999847,30.04119682,62.88084793,41.68494415,24.23999977,19.77607155,44.78943253,59.89948654,14.93249989,15.64934826,31.93004608,52.16999817,21.41859436
31/12/2013,81.32823181,22.67114258,30.82323647,33.50691223,67.95050049,59.88000107,3.869999886,9.954349518,25.53699493,37.31874466,79.29922485,47.18000031,54.18995667,44.40062332,57.13999939,39.57031631,17.93408394,42.98294449,27.94449425,27.81319046,19.32581711,19.93950081,5.685460091,25.58291245,31.18761635,77.31912994,39.67140961,62.45168304,33.74023438,90.25431061,48.93879318,83.47698975,10.03345013,40.18709564,87.19999695,75.12729645,67.86962891,16.83772278,17.46093369,15.23832035,46.69990158,18.91971207,31.6242733,,37.40943909,53.11255646,11.64918613,34.35326004,50.31999969,55.737854,477.9400024,82.40514374,40.54151154,15.88000011,29.64154816,23.25256538,12.54976463,31.14703178,91.45343781,27.4653511,21.68769455,279.5700073,239.7833099,17.8021431,26.53460121,116.6541061,1152.184204,42.03313065,12.02000046,37.69703674,3.967956543,32.34087753,14.02888966,7.130000114,60.50634766,64.66287231,44.6879921,14.02000046,,37.09905243,30.87484932,62.37074661,49.10534286,47.02000046,33.41884995,67.49653625,42.26600647,26.29999924,20.71611214,44.13512421,59.71261215,14.73750019,15.48236275,34.2302742,53.04000092,22.74851036
31/01/2014,74.33486176,19.84670258,29.64511299,31.48289871,66.01660156,59.18999863,3.430000067,9.680836678,24.00018692,37.94517517,74.58870697,47.68000031,54.86531067,48.94394302,59.41999817,44.19089127,18.24108696,40.35067368,29.44705772,29.30868912,17.73002052,17.93449974,5.697685719,26.77149773,32.56883621,72.64009857,37.27013779,63.28102493,34.21606064,82.87237549,45.91901398,87.04055023,9.774677277,38.08818436,78.52999878,72.2144165,63.53183746,17.28517151,15.58044624,14.49709225,47.29015732,17.05595016,28.76789284,,36.85144043,52.29631805,11.23534012,36.31219482,51.25,52.8406105,495.0599976,86.07828522,39.79837799,16.05999947,30.46366501,23.04101753,13.50087166,30.58722496,89.49176788,16.21199036,20.81716537,312.6400146,227.6604614,18.50857544,24.38501167,107.0561523,1134.828125,40.46540451,13.52999973,35.4416008,4.100022793,29.69765091,14.07357979,8.050000191,55.82706451,69.63645172,44.83350754,14.11999989,,40.32108307,29.61283493,57.48592377,49.9947052,45.11000061,32.6035614,70.25685883,42.31481552,26.54000092,20.99102402,40.408638,57.08836746,15.14999962,15.62931252,33.91007233,56.52999878,21.71607399
28/02/2014,78.64060974,20.95756149,32.16811752,32.55725479,68.88437653,68.62999725,3.710000038,9.398537636,24.64326859,37.14907074,86.06713867,61.13000107,56.41262054,50.56310272,52.33000183,48.66819,19.04149628,42.98578262,30.31179047,30.16935921,18.25356674,18.10499954,5.972353458,28.58976364,33.84929276,77.98854828,38.67669678,63.74265671,36.04060364,85.91708374,49.46839905,91.21299744,9.902938843,40.39451218,83.51999664,76.8276825,62.76402664,17.74889755,16.47649765,16.42860222,51.90397644,17.78814125,29.7591362,,37.11828232,52.72698212,10.7666378,35.15703964,52.47999954,53.65459824,538.4400024,89.89083099,40.24263763,19.22999954,34.0349617,25.06728935,13.32354355,31.12463951,95.36853027,18.34007835,20.42322922,340.6799927,230.9714661,19.1983757,24.41553307,110.8056793,1336.985596,46.30538559,13.10000038,38.1367836,4.629784584,30.90059853,13.49521923,8.609999657,58.89679718,72.4324646,39.717556,15.32999992,,43.5039711,31.12185478,60.04414368,52.5745697,48.43000031,33.20334244,72.54613495,44.25502014,27.95000076,23.24844742,42.75262451,57.82400894,15.92000008,15.95748425,37.01384735,59.40999985,23.25255394
31/03/2014,79.18347931,19.40577126,31.14112282,32.87062073,65.8843689,65.73999786,4.010000229,9.832315445,24.24331093,36.49000549,85.00229645,58.20999908,57.01943588,51.14081573,51.79000092,46.78504944,19.94372177,44.82371902,27.78989983,27.67281914,19.09184265,16.81850052,5.698335171,29.4439106,34.15946198,76.92056274,38.95822525,64.05561066,36.49071503,86.76844025,47.89637375,90.71289063,10.33420563,42.23857498,77.01999664,75.64293671,65.66116333,17.53385925,16.80524826,17.69368172,52.90978622,18.23823357,31.80417824,,38.22701263,52.18870544,11.82543564,35.94254684,49.18000031,53.6263237,537.0999756,92.35250854,41.16888046,18.29000092,34.97081375,24.72890663,13.87187099,33.18738556,97.36439514,18.30822182,19.62551689,305.8699951,239.7817841,19.14080811,26.92575645,107.8576431,1181.415039,46.32044983,13.52000046,36.84592438,4.85380125,30.56087875,13.79112434,9.100000381,58.82281494,74.21482086,40.39441299,15.53999996,,44.36188889,32.25003433,63.09420395,51.66171646,46.79999924,31.69638062,74.34165192,46.36006165,27.43000031,24.37666893,44.45026016,55.89797211,15.5625,15.9844799,38.45071793,60.34000015,23.97179604
30/04/2014,81.18552399,19.78073311,31.51317024,33.60355759,67.09461975,61.68999863,4.090000153,9.984153748,24.1202507,35.34860229,83.91686249,53.06999969,57.55170441,52.02888107,50.38999939,44.25611115,20.70977211,45.11684799,26.6473999,26.16687965,20.45883369,15.20650005,5.910078049,29.52252769,36.28347015,74.8881073,41.38874435,65.60683441,36.5951767,87.99820709,49.04051971,82.18878937,10.75140381,40.76808167,76.30999756,76.40818024,68.91342163,14.9589119,18.4756279,16.51525307,52.11450577,18.1685009,32.05338669,,36.17024612,54.15703583,12.24805641,38.92441177,48.02000046,54.11219406,533.8900146,96.03059387,39.53578568,16.14999962,37.59549713,25.3515377,12.21047115,32.83106995,93.9963913,17.9754715,20.53127861,287.1199951,229.5037842,17.18434525,25.97314262,110.8916473,1147.575195,46.92124176,12.60999966,35.77500534,4.785225868,31.54831314,13.35174274,7.849999905,58.92638779,75.90603638,45.4138298,15.56000042,,45.11948013,32.91725922,60.42847061,51.31474686,43.77999878,32.91032028,79.31717682,43.70623398,26.63999939,25.04294586,49.19075012,55.54855347,16.60000038,16.70644569,36.16854858,53.72000122,23.28763771
31/05/2014,83.71551514,20.88906479,32.54627228,35.05531311,68.12334442,64.54000092,4,9.742324829,23.68985176,37.2455368,85.66635895,54.34000015,59.39743805,53.62878418,54.61000061,46.98234177,20.64603233,46.37677765,28.4792614,27.8178997,21.19842911,15.62749958,6.040859699,28.12180138,36.31687927,78.37428284,42.12097931,70.40636444,39.33063126,89.2387085,49.37539291,85.77548218,10.80214596,41.9270668,73.44999695,80.96316528,74.01050568,14.16129684,19.92983437,17.58177376,54.04756165,18.04488564,33.11822128,,36.82101822,54.70028687,12.16914558,38.4908905,52.36999893,55.30605316,532.5,99.75083923,41.19325256,13.27000046,38.01053238,27.29195595,12.21047115,33.56175995,97.87997437,19.17476273,20.25143433,319.3699951,232.4773254,18.08633423,26.50226593,116.8985672,1267.392822,47.48756409,12.82999992,35.52502823,5.32554245,33.75357056,13.58115578,7.179999828,57.71426773,78.19996643,46.1540184,16.69000053,,46.27233887,33.21394348,64.76303864,52.14157867,44.31000137,33.72830963,76.93164063,41.81610489,29.84000015,26.16469955,50.41289139,62.58495331,18.62999916,16.43991661,36.03889084,53.58000183,22.16367531
30/06/2014,84.12072754,20.97367287,33.27024841,36.41674042,67.61313629,72.36000061,4.190000057,10.74419308,24.08450127,37.65858841,92.39522552,61.06000137,61.61509705,55.236866,56.04000092,50.90180206,21.55261993,46.74295425,29.12790871,28.58254623,21.63609123,16.23900032,6.13427496,29.51509666,37.96423721,81.26084137,42.61523056,70.95469666,40.01027298,95.09494019,48.71272659,87.53549194,10.88534164,43.27981186,75.81999969,81.09816742,79.8855896,15.80954742,20.48112869,19.63689804,53.79712296,18.20653725,32.50658417,3.899374962,37.73470688,52.87721634,12.13140869,41.02622604,56.38000107,55.36309814,536.2399902,100.8156738,41.92957306,13.30000019,40.12882233,28.34095955,12.40394306,32.84083557,98.83074188,21.62397575,21.3540802,315.3099976,245.2086639,19.45968246,28.74146652,109.9667358,1192.427368,49.22425842,12.77000046,34.64654541,5.453355789,34.43924332,13.81507874,7.480000019,56.1769104,77.00299072,49.47414017,17.48999977,,47.31243896,33.14881134,67.80869293,50.86541748,52.00999832,31.72298813,81.77796936,40.60321045,32.04000092,28.36214066,51.68326187,62.1402359,18.90250015,17.40777397,35.62711716,53.52000046,23.67583466
31/07/2014,82.74066162,19.81656265,34.44642258,34.02747345,66.30841064,69.25,3.910000086,10.12824535,23.11337662,36.77350998,94.78738403,59.02000046,52.85971832,55.9198761,54.20999908,46.1870079,20.18063927,46.52802658,28.87283516,28.39970589,20.94481468,15.64949989,5.922532558,27.76065826,35.39108658,75.58413696,40.58519363,74.43225861,38.65097809,94.77794647,45.36768341,94.20586395,10.8661356,39.7258606,76.94000244,76.1611557,81.71172333,14.97686195,21.06957817,18.25230026,52.27885437,16.94184303,34.19417191,4.132500172,36.43909454,51.11060333,12.42033005,37.12334824,53.34999847,56.78069687,517.0300293,104.991806,38.62431335,12.06000042,37.15649796,27.69890404,12.3071022,33.92644119,97.10974121,20.73140526,21.52709198,334.3900146,233.7998047,19.31230545,30.06626129,104.1326218,1231.53064,47.00431061,12.77999973,36.42386246,5.249810219,33.38885117,13.84657383,5.940000057,58.55350494,77.83049011,52.32050705,16.82999992,,48.11704254,30.29982948,65.29667664,53.15793991,48.81000137,30.51810074,76.2973175,39.99263,30.84000015,27.48138428,46.80278015,65.77492523,18.02249908,16.57623482,37.08016968,54.20999908,24.39674568
31/08/2014,85.07129669,20.82648659,34.54454422,35.93884277,67.79715729,71.90000153,4.170000076,10.52339268,23.84050179,37.47500992,95.69251251,60.41999817,54.79003525,56.24712753,54.45999908,46.1870079,20.89142799,49.1705246,29.01282501,28.39970589,22.22420692,16.95199966,5.922532558,28.8725338,36.91821671,76.9154129,43.77079773,77.75209045,41.22419739,100.1540298,49.32769012,103.5687714,11.63897991,40.91851425,81.30000305,78.68898773,81.05110168,14.18695068,22.70265007,20.21603203,54.65408707,17.6169796,36.92196274,5.240624905,38.2448616,54.06752014,12.20046997,39.13015747,53.63999939,58.29605865,538.8400269,109.2601089,39.66555786,15.67000008,37.35639191,29.04230118,12.9849987,34.05817413,97.88669586,22.23762321,22.1055336,343.0400085,255.0704041,19.81460953,30.1740799,110.2588272,1233.37439,47.05770493,12.68000031,36.44543839,6.211542606,35.18359375,14.72287941,6.900000095,63.13046265,79.11408234,52.94097137,17.62999916,,49.76613998,32.65299988,67.62297821,54.67885208,52.40000153,32.12928009,82.59798431,44.10841751,31.78000069,29.43260765,50.50112915,66.39033508,19.53249931,17.09749794,38.39983749,59.09999847,25.11987495
30/09/2014,83.70069885,20.06267929,34.01297379,37.55114746,68.01461029,69.19000244,3.410000086,9.830147743,22.67649841,37.44387817,94.05324554,59.79999924,50.97370148,52.98486328,51.68000031,42.84922028,19.79130745,49.07455826,29.31423378,28.68588829,23.98397255,16.12199974,6.55297184,27.95159149,35.89384842,75.18903351,42.27351379,74.11122131,39.28557968,98.2586441,46.86402893,104.3712692,11.31022263,39.90547562,75.66999817,79.14944458,74.71538544,13.86135292,22.31504822,18.90387726,48.18169022,17.34438896,37.84018707,5.520625114,37.01369476,52.08301163,12.29817963,36.91669464,55.09999847,58.35169983,509.6600037,100.7801208,36.7975769,15.43999958,35.15198135,28.66623688,13.8021574,32.82989883,95.52689362,23.56236839,21.64962578,330.8099976,253.3649292,18.60316086,29.82753181,110.7631454,1148.397705,39.80875778,11.81000042,36.8268013,6.607117176,34.64862442,14.51075077,5.449999809,62.81724548,75.86000824,51.70101547,17.20999908,4.210000038,46.0179863,31.13035583,67.26039886,55.83704376,46.45000076,34.07161331,74.99474335,44.52430725,29.73999977,27.65987587,47.25497818,66.31315613,20.67749977,16.84282303,41.61137772,59.74000168,25.89523125
31/10/2014,90.84317017,22.70313263,35.83798599,41.56463242,68.76821899,70.12000275,2.799999952,9.790395737,23.25265694,36.32674789,97.28999329,60.29999924,50.52368164,59.63042068,52.61999893,47.75115967,22.29935455,51.85735321,28.29094315,27.77765465,25.23695183,15.27299976,6.272491932,30.87582016,40.10817337,77.48916626,41.92136765,77.17443848,43.4723587,100.4805679,48.67474365,120.5107117,11.4574585,40.01031494,78.55999756,77.87673187,61.65858841,13.22759151,23.92085266,19.32376289,54.18279266,17.85153389,34.80409241,5.078125,38.92313385,55.25823212,12.37185955,41.01856232,57.54000092,65.42263031,553.5200195,111.4107895,38.61066055,18.84000015,28.7069912,29.19181252,13.89120197,32.08428955,108.0248566,23.94816971,21.07107544,321.0799866,263.2349548,18.05238914,29.95944214,108.6153717,1195.609131,43.14569855,13.27999973,42.16748047,6.550159931,36.56291199,14.42963219,5.929999828,66.11360931,83.06199646,53.95396042,17.95000076,4.119999886,51.48400116,32.41851425,68.20806122,58.49026489,55.90999985,34.05465317,77.38217926,49.02413559,32,27.47280884,47.63100815,73.27045441,23.16749954,16.89788818,38.74707794,63.15999985,25.26084518
30/11/2014,95.08444977,22.94994545,36.59437561,45.32418442,73.18492126,73.68000031,2.789999962,9.651230812,23.40656853,39.26450729,103.9151688,64.61000061,51.09486771,61.72825241,56.90000153,48.43474579,22.64513779,54.7217865,27.35483551,26.92059708,26.23932266,16.93199921,6.648586273,31.4373455,39.91921234,79.61700439,42.88389587,83.11888123,43.46655273,105.4159088,47.56406021,123.3059006,12.14834881,44.0581131,83.51999664,83.75371552,51.18778992,14.66538715,26.45594788,21.13232231,57.50529099,18.1685009,39.19111252,4.741875172,39.1271286,54.966362,12.56361771,41.86759186,62,68.51055908,577.710022,114.9495697,40.80285645,21.47999954,30.89687157,30.44826508,13.79406261,33.39252853,117.7865295,27.64492035,21.27577782,307.6900024,277.1025391,20.09017754,30.97304726,117.514328,1149.993652,42.89516068,12.86999989,42.79068756,7.093158722,37.69484711,14.58362103,6.159999847,67.95500946,84.95587158,57.48541641,18.87000084,4.139999866,51.49072266,33.23318863,68.8154068,61.25528717,56.97999954,37.6787262,76.76409912,50.19519043,33.74000168,31.3146019,48.71775818,78.36500549,24.69249916,16.63450623,40.18758011,64.75,25.00499725
31/12/2014,97.59684753,24.00531006,37.0136795,42.86146927,75.71118927,72.69999695,2.670000076,9.581647873,23.93952179,37.61086655,104.7479019,62.95999908,52.28188324,64.28413391,55.90999985,49.9565773,23.92380714,56.40799332,26.43716431,26.15396309,25.98976707,15.51749992,7.139423847,33.96129227,42.11805725,80.15107727,43.93167877,78.54162598,43.67141342,105.7999191,49.2094574,118.8155212,12.21783161,45.06972122,82,85.87268829,50.05365753,14.149333,24.55400658,21.89677811,57.32398987,18.73270226,38.68523788,3.797499895,38.70763397,55.64946365,11.92797661,43.45808411,60.06000137,67.08010864,619.1099854,117.6231689,43.06045914,26.47999954,30.39276886,30.94764328,14.52449036,33.76343918,117.310318,27.48600769,21.45924759,339.4500122,277.4205933,20.27597427,31.39086723,113.6834412,1130.189331,41.67412186,13.25,43.04246902,7.66676569,38.66712952,14.90517998,6.869999886,68.05983734,87.67063141,58.69250107,18.96999931,4.050000191,50.03517532,32.29373169,68.27780151,60.42258453,66.58000183,38.6770134,69.8431015,53.13602448,34.25,31.39491844,48.62854385,77.59898376,25.96249962,16.28013992,40.84551239,63.63999939,26.65610504
31/01/2015,96.39707184,25.28197479,36.9947319,39.82439423,71.23514557,70.12999725,2.569999933,8.572010994,22.36811066,34.78361511,105.7501602,58.15999985,41.96112823,70.64442444,53.04999924,48.65047073,24.90827942,56.03865051,26.7804184,26.55740166,28.01008415,17.72649956,6.26611948,33.335495,43.56777191,69.7164917,38.33139038,77.03197479,45.99835205,99.95191956,44.78689194,113.5717773,12.19512367,42.30155945,80.66999817,81.76856232,50.17530441,14.92341328,26.06221581,20.0691185,54.17873764,18.37452888,34.69023514,3.944999933,36.52890015,51.64836121,11.91064644,44.37029266,54.00999832,66.40423584,596.960022,124.5341492,43.38416672,27.01000023,31.43350792,28.7503891,12.29994678,32.39060593,116.3999329,24.82061768,21.60324669,389.1600037,264.1920776,22.37969208,27.98540688,127.1439133,1000.608093,40.9612236,14.81000042,43.94662476,7.84130621,40.18266678,13.97219563,5.920000076,67.02664185,94.55809021,55.81625748,17.98999977,3.964999914,52.21033478,33.80551529,60.55259705,62.26377487,62.09999847,37.5080719,61.52244568,54.01574326,32.34000015,30.58260536,43.60024261,81.80770111,27.29000092,16.04389,45.76722717,69.34999847,22.93890572
28/02/2015,100.7916412,26.90642166,39.15192032,39.92338562,76.32155609,79.09999847,3.109999895,9.098116875,24.54893494,38.87255096,113.3976059,69.51000214,49.18651581,69.4781189,57.34999847,52.00131226,23.08943939,56.92916489,28.02989006,27.74386787,29.69280624,19.00799942,6.527474403,31.22257805,40.28186417,70.49407959,43.39831924,78.77204895,44.55875778,107.3761444,49.68632126,118.2672729,12.81952572,47.84232712,85.97000122,91.13044739,52.79753876,14.5127058,28.68867874,22.10256767,62.34796906,18.75171852,35.83401871,4.325624943,38.63364792,50.04983902,12.50400448,41.65649796,64.23999786,71.48130035,642.6799927,121.1866608,44.44656754,23.47999954,33.883564,32.61347198,12.83578777,31.85621452,123.6833191,26.86549377,22.73015213,409.5899963,288.1742249,22.93245125,30.42636108,132.7528839,1226.604492,46.70957565,16.89999962,44.42057419,9.726940155,44.5701828,14.60853577,6.03000021,61.45302582,93.61116791,58.23011017,18.36000061,4.599999905,49.32367325,34.43370819,65.36212158,65.8563385,67.11000061,37.75169373,63.77653885,50.64321899,34.25999832,33.65148544,46.51856613,88.70407867,30.72999954,14.60487938,46.12617493,76.66999817,25.96202469
31/03/2015,98.58039856,28.02911568,38.29234695,38.63000488,79.42424774,73.94000244,2.680000067,9.013936996,25.2430172,38.35897446,110.4537125,71.05000305,46.19356155,71.56388092,53.79000092,55.19447327,22.87161827,57.38879776,27.63482094,27.22714996,26.65077782,18.60499954,6.763328552,31.38218117,39.35143661,67.72158051,43.07072449,74.80722809,44.66586685,105.1342621,49.21023941,119.8644943,13.40936852,51.4872818,88.19000244,87.28037262,48.37903595,13.44230652,27.78866386,19.90553665,63.05970383,19.52511597,35.47477341,4.408124924,38.74136734,50.1641922,11.81295872,43.43146133,58.63999939,69.30541229,682.1599731,126.3387375,44.20428085,24.11000061,34.55755234,32.12683868,12.53386974,31.80092239,121.5325394,27.12949562,23.37338829,422.2399902,285.5105286,23.80786705,31.28146935,132.0752716,1153.918823,45.96478271,17.75,47.03097916,9.706731796,46.30147552,15.04942703,6.670000076,61.88885117,96.14775085,57.67720795,18.44000053,5.03000021,53.4213829,34.40415573,65.45344543,67.82102966,69.01000214,41.05572891,61.56860352,48.4329071,38.70999908,33.30272293,45.5003891,98.12176514,35.34500122,14.33793926,42.72956085,79.29000092,26.93537903
30/04/2015,93.4646225,27.35647964,38.56301117,43.02243042,79.38264465,76.05999756,2.25999999,9.294527054,24.86048508,38.19280243,104.7222137,73.77999878,52.19067764,67.43239594,58.84000015,55.17643356,22.14862251,56.17122269,27.3393898,26.77081108,26.66676521,21.0890007,6.763328552,30.44518089,39.78517151,67.1407547,44.24989319,75.43621826,44.92128754,101.1984482,49.09783173,118.4097748,12.59929466,50.53928375,85.83999634,87.64840698,55.04592896,14.22643948,27.94945717,17.46146965,65.63777161,19.23350906,36.58243561,4.000625134,39.63636398,50.20504379,12.77264595,42.41046524,56.83000183,68.4152298,672.6599731,119.153511,46.44332123,30.19000053,37.20996857,33.38663483,12.97365665,31.91232872,119.2303391,24.87529182,22.36424828,373.9299927,284.027771,25.61074448,33.04502487,126.1438217,1226.931519,44.99197388,17.81999969,46.73762512,8.934654236,45.38402557,14.57183075,12.76000023,64.9021759,90.55596161,50.72161484,18.64999962,7.050000191,51.33593369,33.26878357,67.13917542,63.36571121,68.11000061,37.7345314,67.39240265,47.47117233,38.34000015,34.2685318,54.29890823,98.66561127,30.99500084,14.73133183,43.30045319,69.16000366,26.9884758
31/05/2015,95.67344666,30.55876923,40.37403107,44.30657578,82.2871933,79.08999634,2.279999971,9.612591743,24.68833542,38.02661514,107.1535645,76.26999664,52.58408737,67.68785858,60.66999817,56.34042358,22.45263481,54.52707672,27.16751671,26.51024628,27.2794838,21.46150017,6.763328552,29.91718674,39.75637054,69.1085968,46.07364273,74.04767609,43.84272766,100.6411209,50.35289764,117.7500916,12.98157787,55.87522888,89,92.19340515,48.1571579,14.02736282,29.21665955,17.84987068,68.98733521,20.25096893,39.76318359,4.369375229,40.15015411,54.03487778,12.73577309,42.73321152,54.15000153,69.2002182,673.6199951,120.7196198,51.72343826,31.57999992,35.03585815,32.3441658,13.43787289,31.1652298,118.9256592,24.91118813,23.67398643,396.9899902,285.4636841,27.38648796,33.84108734,124.4546204,1161.739502,45.81195068,18.27000046,47.37565994,11.31890965,45.60287476,14.77250576,12.27999973,69.81378937,88.99549866,48.62626648,19.79000092,8.159999847,51.2675705,35.96985626,69.7271347,66.24327087,71.04000092,39.966465,66.18231964,49.73243713,38.24000168,33.23907089,56.33633041,97.41073608,37.66999817,14.48914433,47.81619263,72.33999634,28.05992699
30/06/2015,92.79867554,30.81563759,40.77280045,44.70580673,82.92121887,81.01000214,2.400000095,9.37227726,24.68040085,35.70623398,100.4761963,69.81999969,48.54697037,64.39870453,62.70999908,54.3532486,21.14136696,52.54265976,26.90447044,25.93232155,26.33761597,21.7045002,6.763328552,28.32352257,37.4115181,67.62689972,48.69908142,74.79981232,40.32667923,100.9157715,51.39263535,115.6853485,13.21984005,52.77560425,91.23999786,90.79073334,46.37862396,13.99577141,28.12899971,17.04294968,67.48830414,21.22405434,36.27967453,5.108749866,39.49937057,54.9785347,13.09712791,40.56570053,50.08000183,65.31211853,666.9000244,116.8167648,51.21914291,33.31000137,33.62440491,31.96145821,13.90294552,32.71859741,120.4058609,23.56886101,23.02397346,403.9400024,271.6663208,25.55446625,32.75623322,122.8603821,1141.251099,43.2909584,17.70000076,48.79839325,10.19027424,42.31207657,14.98686504,12.84000015,66.22354889,83.28171539,49.45101547,19.65999985,7.820000172,51.26929855,35.45643997,73.40707397,63.13130951,66.20999908,42.60616302,65.79444885,48.62764359,37,30.71255112,58.81561661,92.0279007,40.20000076,13.53600311,48.65177917,70.33999634,28.94649124
31/07/2015,91.01846313,30.83024788,42.31368256,46.92783356,88.34477997,81.98999786,1.929999948,9.118215561,25.41446495,37.89970016,104.64711,76.70999908,47.60713959,68.26441193,62.70000076,57.13689423,22.73610115,55.84733963,32.75625992,31.16851044,29.28316879,26.80750084,6.629463196,30.87925148,39.95410919,66.1824646,50.51092911,76.25910187,43.0466423,102.0530701,49.76960373,133.0697632,12.86409092,47.95764542,94.15000153,92.05457306,37.08963776,12.99742889,27.20280266,15.3936367,61.92838669,22.61870575,35.67776108,5.279375076,39.60792542,61.21492386,13.03630543,43.74577332,50.58000183,64.93763733,700.9400024,125.9285736,51.14350891,27.21999931,31.68976784,30.90897179,14.60544491,34.52331161,129.331131,23.33758163,25.57491875,318.7799988,264.0812378,24.97864342,34.00435638,127.6873093,1232.640747,37.86055374,17.34000015,48.40753937,9.593099594,45.91636276,15.25595284,15.03999996,60.22723389,84.82293701,55.6016922,20.96999931,8.449999809,54.96195221,36.93388367,67.84123993,64.1350708,64.51000214,45.97049332,61.55609512,52.67287445,37.97000122,32.19083023,54.18673325,91.51728821,35.06499863,13.75650311,44.80685425,77.62000275,30.92354202
