Simulación,Start Date,End Date,Metodología,Rendimiento Anual Promedio,Desviación Estándar,Rendimiento Efectivo,Downside Risk,CAGR,Sortino ratio
223,2016-06-26,2021-06-26,MaxSharpe,0.2561808891993075,0.2738227620934821,2.002592177755112,0.23052480786004168,0.2459836535027604,0.9291012589384433
224,2011-11-05,2016-11-05,SVR-CPO,0.1579440866455855,0.15398520706433147,1.0852995003390422,0.10314047018702024,0.15826380072220436,1.1241376584317389
224,2011-11-05,2016-11-05,XGBoost-CPO,0.14670128291818887,0.1545612190186783,0.969900300931573,0.10305150605069748,0.1451560580254978,1.016009245577447
224,2011-11-05,2016-11-05,EqualWeight,0.1628462408583058,0.15230789483449042,1.140149348405985,0.10296202365910091,0.1642913909548498,1.173697219262299
224,2011-11-05,2016-11-05,MinVar,0.133950615604007,0.11155570192534102,0.9013535859458177,0.07430114826236349,0.13707645289822534,1.2375396310070712
224,2011-11-05,2016-11-05,MaxSharpe,0.14038238819959,0.18462042542332774,0.8607716570951967,0.12191232258821054,0.1321825949294788,0.8069929775015542
225,2015-04-22,2020-04-22,SVR-CPO,0.08988595624189605,0.20878221333969688,0.4080326827965002,0.1792560274157974,0.07080488989428924,0.2671372167074811
225,2015-04-22,2020-04-22,XGBoost-CPO,0.07930848880016438,0.21786101892321166,0.32225656794232505,0.18648890980799904,0.05743379559234296,0.20005741273610098
225,2015-04-22,2020-04-22,EqualWeight,0.08758646052053551,0.20476758762634067,0.3979708160853037,0.17455244729794925,0.0692707218450177,0.26116196722651785
225,2015-04-22,2020-04-22,MinVar,0.10859814079350655,0.18116525010525764,0.5899246279129264,0.15555389175967804,0.09713172629385536,0.4281354843657457
225,2015-04-22,2020-04-22,MaxSharpe,0.0668198433104403,0.21728052470392234,0.24249477072383518,0.1823276272222863,0.04436226668726606,0.13612771519360023
226,2016-04-08,2021-04-08,SVR-CPO,0.19354255022361963,0.19591036030995362,1.402340585003432,0.16613448900475644,0.19161877775793967,0.912167913667107
226,2016-04-08,2021-04-08,XGBoost-CPO,0.14681425882262292,0.2277202998445247,0.8337607091649164,0.2114099247748971,0.12895269214237004,0.49578684129529854
226,2016-04-08,2021-04-08,EqualWeight,0.1882504717390211,0.2022769382548117,1.324162305309999,0.17872110646413697,0.18375907068198027,0.8183167317642385
226,2016-04-08,2021-04-08,MinVar,0.15385947439512845,0.19013041191986624,0.9794749069094828,0.1689487304076239,0.1463523361313377,0.6620912399000823
226,2016-04-08,2021-04-08,MaxSharpe,0.2004627895342894,0.19102250175086785,1.4990431276164187,0.1666943757561731,0.2010625958992569,0.9506186925351087
227,2010-08-22,2015-08-22,SVR-CPO,0.20578704761261643,0.1631617095570465,1.634619143016372,0.12458602932377337,0.21382223530619404,1.3146501939392232
227,2010-08-22,2015-08-22,XGBoost-CPO,0.12975443859622657,0.1721890057407141,0.7830709111765684,0.12960815677431392,0.12264022842841382,0.6770749679669695
227,2010-08-22,2015-08-22,EqualWeight,0.19531861166716286,0.1653927559195991,1.4949129314249054,0.1259361497659647,0.20066527692112857,1.2174313090568891
227,2010-08-22,2015-08-22,MinVar,0.19672972080813983,0.1271479236941402,1.584712740504369,0.09106117501171006,0.2091877797802879,1.6991843207408897
227,2010-08-22,2015-08-22,MaxSharpe,0.12159948838395553,0.17470945840394658,0.7072761456488343,0.1412168706884648,0.11292811932570501,0.5636684058773549
228,2014-06-30,2019-06-30,SVR-CPO,0.1895386981881547,0.13740601228857227,1.4741932640277216,0.09853420705235584,0.19866409652468064,1.4973348099280939
228,2014-06-30,2019-06-30,XGBoost-CPO,0.2149089689337149,0.13238040680421326,1.8204192875606307,0.0923619489177234,0.23048143546728728,1.87208012563424
228,2014-06-30,2019-06-30,EqualWeight,0.18059985583918414,0.13202221998871333,1.3739808414076506,0.09748016464457078,0.18879158813283659,1.421826238646013
228,2014-06-30,2019-06-30,MinVar,0.13927906737013437,0.11184710642884212,0.9525686620299094,0.07920500092784523,0.14321843853865146,1.228193500796173
228,2014-06-30,2019-06-30,MaxSharpe,0.15684271595991098,0.1479068339778784,1.0830941869630504,0.11182946207122689,0.15811185787809157,1.026945080776342
229,2016-06-19,2021-06-19,SVR-CPO,0.18823510985726988,0.21381528884230033,1.2983525959739781,0.17895154888875478,0.18111783522984637,0.8171771117118238
229,2016-06-19,2021-06-19,XGBoost-CPO,0.1911574542360726,0.20469686712321952,1.354688426270033,0.16689411200964166,0.18685284236555733,0.8937250837672188
229,2016-06-19,2021-06-19,EqualWeight,0.20860968815945044,0.21100112745998711,1.554236715312371,0.17847886043919878,0.20632236707011775,0.933498161908134
229,2016-06-19,2021-06-19,MinVar,0.17194811839072344,0.19584807626475648,1.1563767370303717,0.1679867886096335,0.16614905783133405,0.7735615369890542
229,2016-06-19,2021-06-19,MaxSharpe,0.2404222640937076,0.24014604763298672,1.897721128287118,0.20476465678409264,0.23715458678009038,0.9690259403649304
230,2012-01-27,2017-01-27,SVR-CPO,0.16751177019305172,0.14286507026484543,1.2060765849612314,0.10476831376694382,0.17137487663526163,1.1979936078025606
230,2012-01-27,2017-01-27,XGBoost-CPO,0.20177884301436005,0.1421357848784787,1.6224176393990262,0.09955892752810619,0.21256769961745725,1.6048670569422652
230,2012-01-27,2017-01-27,EqualWeight,0.1964397474499225,0.13899882585263582,1.5585940796036288,0.09843848909078935,0.20660961154714075,1.5688959560064302
230,2012-01-27,2017-01-27,MinVar,0.1396938261492559,0.11677285861042876,0.9511656224847798,0.08144728409801395,0.142970426343207,1.1994730976135533
230,2012-01-27,2017-01-27,MaxSharpe,0.17073467350116422,0.17038352066440626,1.1941504838229022,0.11965934747276613,0.17010615384404915,1.0758430178675642
231,2019-10-13,2024-10-13,SVR-CPO,0.17970886064155822,0.22224181603374502,1.1799986860991472,0.17298710212451887,0.16859347893810472,0.7960643247404259
231,2019-10-13,2024-10-13,XGBoost-CPO,0.19110128596295728,0.21672052670681144,1.3228193877004064,0.17420135190194266,0.18351301426730138,0.8559134836501491
231,2019-10-13,2024-10-13,EqualWeight,0.19112610284759932,0.21583451203409706,1.3252996861145023,0.17316830954832227,0.18376555287012564,0.8611627799368565
231,2019-10-13,2024-10-13,MinVar,0.1540711058571505,0.19289877024883517,0.9760555989840851,0.15800027111541615,0.1458705198080572,0.709309579445498
231,2019-10-13,2024-10-13,MaxSharpe,0.21321550339030657,0.241667247317661,1.5216662150313187,0.1895223406365281,0.20310779520368683,0.9034053864851165
232,2013-01-23,2018-01-23,SVR-CPO,0.17055333390233204,0.12956440972418753,1.262061496629042,0.09657214219391863,0.17736355616588595,1.3311637391681193
232,2013-01-23,2018-01-23,XGBoost-CPO,0.21302560246640317,0.1318905744236695,1.79678572987683,0.09667918879565704,0.2284120544700603,1.7690012152241585
232,2013-01-23,2018-01-23,EqualWeight,0.1871970170517355,0.12242207187125591,1.470878265452428,0.09148229538559605,0.19834267900630986,1.5871597497606829
232,2013-01-23,2018-01-23,MinVar,0.18157791349989671,0.10863406513388024,1.4214444991316544,0.07578262041069413,0.19350823709345422,1.8418195721323996
232,2013-01-23,2018-01-23,MaxSharpe,0.17945643174497714,0.146065607866965,1.3389514188797307,0.10058160207313453,0.18526195620691088,1.366616050170192
233,2017-08-19,2022-08-19,SVR-CPO,0.1808485382085656,0.23020210764776913,1.1738978898809895,0.1890314414507923,0.1680382436061143,0.7345261568283071
233,2017-08-19,2022-08-19,XGBoost-CPO,0.21567475568238278,0.2237367105896315,1.6096535067543232,0.18703023822353212,0.21151271543957995,0.9285918540873196
233,2017-08-19,2022-08-19,EqualWeight,0.18952403522821523,0.21906717050763264,1.2997567694570118,0.1839893419656072,0.181262140000104,0.8018075050009779
233,2017-08-19,2022-08-19,MinVar,0.15756486692670738,0.18863299482018533,1.0207746158799527,0.15987410497212948,0.1510970510910714,0.7228491877834347
233,2017-08-19,2022-08-19,MaxSharpe,0.14874940876771753,0.21310084145669594,0.8857949296839498,0.17148773096418604,0.13528901693790663,0.6224900648432473
234,2018-03-12,2023-03-12,SVR-CPO,0.07919405336662501,0.2512168486612571,0.2694258490819581,0.20403475414275343,0.04887637760821861,0.18229273499455928
234,2018-03-12,2023-03-12,XGBoost-CPO,0.10269603779223384,0.26444024229264135,0.4042835993757148,0.21694718001427832,0.07027406676042225,0.27977334293185624
234,2018-03-12,2023-03-12,EqualWeight,0.08768058946154443,0.24957771049120392,0.3274860552216161,0.20595411382928364,0.05830137984036776,0.22179983983912693
234,2018-03-12,2023-03-12,MinVar,0.08407052081471529,0.20880654613210464,0.36728080254724405,0.17240157846536167,0.0645725490403013,0.24402630874500927
234,2018-03-12,2023-03-12,MaxSharpe,0.16769024947101815,0.30252560653071825,0.8446580277711087,0.22912040713632364,0.13029148172562333,0.5485772788289176
235,2019-08-17,2024-08-17,SVR-CPO,0.16007970822018433,0.22956050413447343,0.9583024059165435,0.18172241326529018,0.14380499199758967,0.6497806522512107
235,2019-08-17,2024-08-17,XGBoost-CPO,0.15658758401491327,0.22958723733420866,0.9241429862202364,0.17855007003870574,0.13978813572994975,0.641767230839356
235,2019-08-17,2024-08-17,EqualWeight,0.15604270572587453,0.21677623677287966,0.9469048136868643,0.16995409141166923,0.14247100821386516,0.6710206549228401
235,2019-08-17,2024-08-17,MinVar,0.11548133749593037,0.18399928017865647,0.6419244985483403,0.14045986062158805,0.10421325390783087,0.5231483013776863
235,2019-08-17,2024-08-17,MaxSharpe,0.08924171044858542,0.2317632190568062,0.36838581049717267,0.1727604437728057,0.06470802984341661,0.27345212490141657
236,2015-04-21,2020-04-21,SVR-CPO,0.10246106547282878,0.20617187975525508,0.5043854668923062,0.1773817013224189,0.08506877092975818,0.340852889684102
236,2015-04-21,2020-04-21,XGBoost-CPO,0.12095254085524731,0.1882204301687527,0.6809570685675994,0.1635756118803609,0.10941186362137456,0.48266694495383056
236,2015-04-21,2020-04-21,EqualWeight,0.09968841092021444,0.20072687020915445,0.49134284412405216,0.1807811388494587,0.08318153482013946,0.3191063585911643
236,2015-04-21,2020-04-21,MinVar,0.11950585772080466,0.17062531044656323,0.6959527043885385,0.14315247644052745,0.11138341623513037,0.5414217039619597
236,2015-04-21,2020-04-21,MaxSharpe,0.17342557766519276,0.2269331090911482,1.1033080894010876,0.1901489474831671,0.1602566533819676,0.6911717335528621
237,2012-12-27,2017-12-27,SVR-CPO,0.1769277569783872,0.12677850539554475,1.340107382169991,0.09089085317434017,0.18537910580473604,1.4845031404818991
237,2012-12-27,2017-12-27,XGBoost-CPO,0.18137655605751052,0.13631406960607542,1.3781540392588707,0.09786536940980554,0.1892093047845982,1.4241662489810802
237,2012-12-27,2017-12-27,EqualWeight,0.20341219319844983,0.12205538427201672,1.6816706897323437,0.08603423326553933,0.21812770188976582,1.876139149171715
237,2012-12-27,2017-12-27,MinVar,0.17398279512825685,0.11460377638763478,1.3228108079221617,0.08004950552580645,0.1836213489215761,1.6487646520903003
237,2012-12-27,2017-12-27,MaxSharpe,0.2247459683978777,0.13776535148456806,1.9549763764124024,0.09712466288731803,0.2420059817144431,1.8815609029180949
238,2013-03-04,2018-03-04,SVR-CPO,0.1868329168061554,0.14542115660998597,1.4283269269663674,0.1055106275207614,0.19418601723712903,1.372685578783583
238,2013-03-04,2018-03-04,XGBoost-CPO,0.1630573301101378,0.15647827145466645,1.1364501235095075,0.11575101887166803,0.1639855245702062,1.04584245815022
238,2013-03-04,2018-03-04,EqualWeight,0.17060463231235296,0.1332185494566531,1.257208016322402,0.09807703152247707,0.1768578224115911,1.3112614678073697
238,2013-03-04,2018-03-04,MinVar,0.1456566234074429,0.11387494732442328,1.0150068820170142,0.08129561211402819,0.15043911288490186,1.2750580346458347
238,2013-03-04,2018-03-04,MaxSharpe,0.14455618003360488,0.14167491429206872,0.9683653694930323,0.10013696774402947,0.14506251146715265,1.02415903281353
239,2017-03-31,2022-03-31,SVR-CPO,0.18199077726782117,0.21773503675246428,1.217823847982785,0.18193241108168778,0.172721485820984,0.7694658496278884
239,2017-03-31,2022-03-31,XGBoost-CPO,0.1785412515413136,0.21942174980409254,1.1749558839574297,0.19083766881860514,0.16815192936976886,0.7154837532159264
239,2017-03-31,2022-03-31,EqualWeight,0.19975113802960634,0.21362334800210975,1.4369132366576198,0.18075204157276148,0.19502944417196622,0.8727488589173353
239,2017-03-31,2022-03-31,MinVar,0.16374678466182138,0.19793765142946582,1.0670043470498425,0.1669622769321229,0.1563170056764176,0.729187376327627
239,2017-03-31,2022-03-31,MaxSharpe,0.16482459019971257,0.20537678366205883,1.0621980967012181,0.16365734130430584,0.15577869169693237,0.7504985063354505
240,2014-05-25,2019-05-25,SVR-CPO,0.1130142969277165,0.1367321158489852,0.6853088406954346,0.09718279926773986,0.11004888976530802,0.7307290741036507
240,2014-05-25,2019-05-25,XGBoost-CPO,0.10958735807343785,0.14511488032053715,0.6466400806480124,0.10487181182002914,0.10490685351014917,0.6444759263759526
240,2014-05-25,2019-05-25,EqualWeight,0.11692050156950623,0.1327571925058251,0.7233784099973739,0.09768278666692747,0.11501985845868501,0.7669775210750832
240,2014-05-25,2019-05-25,MinVar,0.1482259615639103,0.11787808931954082,1.0365245912818897,0.08567677344045702,0.15288606485357858,1.2398454948555502
240,2014-05-25,2019-05-25,MaxSharpe,0.16206209277708378,0.1492457742125445,1.1381121393084306,0.10114606412516254,0.16416659366313735,1.1870169523206924
241,2010-09-25,2015-09-25,SVR-CPO,0.21452281740343615,0.19915192241137702,1.6643142066136556,0.1442673308198238,0.2165465784137004,1.195855058959265
241,2010-09-25,2015-09-25,XGBoost-CPO,0.183882544953092,0.20001694546625945,1.2818649818749246,0.14472843392554396,0.17941813012452257,0.9803363520542477
241,2010-09-25,2015-09-25,EqualWeight,0.1661392753969963,0.18867456705108954,1.1098877393039297,0.1436878922424733,0.1610762688485421,0.8639508413660302
241,2010-09-25,2015-09-25,MinVar,0.12431531597536569,0.135775873033888,0.7850489094705708,0.09705810366293156,0.12288922578288375,0.8481034851168594
241,2010-09-25,2015-09-25,MaxSharpe,0.17476120943136575,0.2078708288312127,1.1603777029788844,0.15844287137664684,0.166581533487554,0.8379121652988021
242,2012-08-16,2017-08-16,SVR-CPO,0.19076856441115386,0.13523385182768474,1.4914426366698614,0.09276870516928766,0.20033103252781426,1.6036503273348015
242,2012-08-16,2017-08-16,XGBoost-CPO,0.1597628572225115,0.12701999750566853,1.1436269587683667,0.08983472092680805,0.16476660272847643,1.3108835426611678
242,2012-08-16,2017-08-16,EqualWeight,0.1776032600085882,0.1253687773719394,1.3470312495835302,0.08878027560479508,0.18607982869919582,1.5274030079859784
242,2012-08-16,2017-08-16,MinVar,0.14845882145549796,0.10894619488902656,1.0470926340109061,0.07324618348229388,0.15408027614669284,1.4534384782141272
242,2012-08-16,2017-08-16,MaxSharpe,0.1523627066044664,0.12873645733562403,1.0630686789494668,0.08843320837752355,0.15587627381451186,1.2479780913672756
243,2019-06-26,2024-06-26,SVR-CPO,0.188846279199276,0.24009616033462527,1.2358641253037086,0.1838068227576393,0.17451993238086683,0.7989163677177638
243,2019-06-26,2024-06-26,XGBoost-CPO,0.2263455453187232,0.2567820136306724,1.64480350411905,0.19769604863523974,0.21462999876213207,0.9324695490442049
243,2019-06-26,2024-06-26,EqualWeight,0.22088581239251354,0.23334728577024472,1.647907382063178,0.17984107811204222,0.21491484015923557,0.9946882785092427
243,2019-06-26,2024-06-26,MinVar,0.17432668582342994,0.2078653074653895,1.155437516901468,0.16328246768391114,0.16594940113592793,0.8104157641688349
243,2019-06-26,2024-06-26,MaxSharpe,0.17546370762071412,0.23643175711250206,1.0985620459970118,0.18760543490381698,0.15973277926580431,0.7114064029602305
244,2011-09-16,2016-09-16,SVR-CPO,0.20801429915449576,0.17814037131205976,1.6285723213702532,0.12879161284376972,0.21313609961231172,1.2890148317024255
244,2011-09-16,2016-09-16,XGBoost-CPO,0.21428198160605025,0.17838413448942958,1.7123008258130246,0.1263467043099447,0.22076478661991739,1.3635652987308666
244,2011-09-16,2016-09-16,EqualWeight,0.20356693772066234,0.1731237486582627,1.5819294220668847,0.12485309520494697,0.20880167167074482,1.2940563264006344
244,2011-09-16,2016-09-16,MinVar,0.14699083991283102,0.1400794278144299,0.9938843251115337,0.0964264993583419,0.14792994725285613,1.0888172920460604
244,2011-09-16,2016-09-16,MaxSharpe,0.2606010255388088,0.21555768928813146,2.2992310630246258,0.1494955906733629,0.26952127674743265,1.4622573452111796
245,2018-03-28,2023-03-28,SVR-CPO,0.1962693312306266,0.22221031732078195,1.3681261832886316,0.1798254969571119,0.1882045743044487,0.8578835250899909
245,2018-03-28,2023-03-28,XGBoost-CPO,0.17351176029406484,0.21205142486076517,1.1367622988795367,0.1679423133718472,0.16401954325556867,0.7830769843147263
245,2018-03-28,2023-03-28,EqualWeight,0.19159006535222403,0.20857106981751247,1.3484857761510183,0.1693676213672626,0.18622682233422938,0.8832270545256566
245,2018-03-28,2023-03-28,MinVar,0.1442611622139275,0.1796601344513651,0.9047047723722843,0.1484522644393925,0.13755707614493362,0.6888487865112822
245,2018-03-28,2023-03-28,MaxSharpe,0.14818402143502532,0.21511278452337393,0.8748966208946554,0.1701709274850463,0.1339735898829837,0.6239845019611601
246,2019-08-16,2024-08-16,SVR-CPO,0.19124355726935535,0.24113037191924372,1.2601459983343362,0.1921165633071504,0.17705897616932087,0.7768385749788219
246,2019-08-16,2024-08-16,XGBoost-CPO,0.2037250483872017,0.2350011737278931,1.4246653084378909,0.17930562614741732,0.1937098545000111,0.9019518899771631
246,2019-08-16,2024-08-16,EqualWeight,0.18480830086502936,0.2410853142103965,1.1882993681569238,0.19018458506705307,0.16948168179006173,0.7508931431781375
246,2019-08-16,2024-08-16,MinVar,0.12450083137196592,0.2005767647661849,0.6906581393255866,0.16082506049419426,0.11068891151318638,0.5129849236086199
246,2019-08-16,2024-08-16,MaxSharpe,0.20784239061092932,0.21882578306927206,1.5219582442939887,0.1647699125603882,0.20313564838915021,1.0065089434950574
247,2014-06-30,2019-06-30,SVR-CPO,0.14346514852661757,0.12757254303419097,0.975341736206202,0.09462294014437336,0.1458731503428614,1.0723102492038878
247,2014-06-30,2019-06-30,XGBoost-CPO,0.12822421656688351,0.13681294236603336,0.8183357947850181,0.10173701198313786,0.1270467424462205,0.8475206307530883
247,2014-06-30,2019-06-30,EqualWeight,0.1469772831056317,0.12554897973343454,1.01309987419505,0.094950455779781,0.15022124486105692,1.1056006234357205
247,2014-06-30,2019-06-30,MinVar,0.14306551482196486,0.11515098491678026,0.9863356150542091,0.08603191700872685,0.1471459792899621,1.17474442434792
247,2014-06-30,2019-06-30,MaxSharpe,0.1744516802632569,0.14019385484892047,1.2889967980680117,0.09525222201183452,0.18015454949203225,1.3905363829391881
248,2012-10-15,2017-10-15,SVR-CPO,0.15724967203528992,0.13324107213255126,1.108096112938759,0.0915843838460574,0.16087898757846197,1.2583987268944352
248,2012-10-15,2017-10-15,XGBoost-CPO,0.15879144044680496,0.13097906722691352,1.1276351618565972,0.09177469457319291,0.16302328631707796,1.2725887129339393
248,2012-10-15,2017-10-15,EqualWeight,0.1723831682745639,0.1308200767408153,1.2782169191396635,0.09422785345838078,0.17904072525460557,1.3837009280080061
248,2012-10-15,2017-10-15,MinVar,0.1395693082557828,0.11829312712168222,0.9471484734906599,0.08166560530023874,0.14258294740105648,1.1947417507906177
248,2012-10-15,2017-10-15,MaxSharpe,0.18964489111755042,0.17422554371947285,1.4038927059478312,0.11111480200014827,0.19177273692994312,1.3287598813104433
249,2019-07-23,2024-07-23,SVR-CPO,0.19478117321825758,0.24515210346689792,1.2899477686151255,0.1785874040168978,0.18014554965956098,0.8554980350338792
249,2019-07-23,2024-07-23,XGBoost-CPO,0.17303040483191134,0.2549987945723575,1.0276884700324138,0.18154317285565602,0.15179460767978092,0.7217589225241364
249,2019-07-23,2024-07-23,EqualWeight,0.20404017991414794,0.2423446222748241,1.407833964708177,0.179000759408472,0.19204863571635267,0.9052485612330797
249,2019-07-23,2024-07-23,MinVar,0.15235732962638407,0.21347931657078265,0.9194743159908776,0.16318130478525447,0.13923471729556347,0.6762865989557663
249,2019-07-23,2024-07-23,MaxSharpe,0.1873011185067629,0.24079896859427952,1.2165885478744878,0.18024950686331936,0.1724886184877139,0.8061110459344705
250,2012-10-16,2017-10-16,SVR-CPO,0.18953871658487212,0.12969626221500952,1.485188039802368,0.0933146521855364,0.19972767401229752,1.5810884264083485
250,2012-10-16,2017-10-16,XGBoost-CPO,0.2027570059905111,0.14001405757803545,1.6374835762876976,0.09839572553366915,0.2140860971691083,1.6337803813998313
250,2012-10-16,2017-10-16,EqualWeight,0.19902843400214737,0.12535096148298727,1.613808923164012,0.0908504876057957,0.2118983471161464,1.7284269808600337
250,2012-10-16,2017-10-16,MinVar,0.19506141780165834,0.11367510988119826,1.5802748604030152,0.07893754945472749,0.20877220905573202,1.9390191215581452
250,2012-10-16,2017-10-16,MaxSharpe,0.1446334798814454,0.15688522411142125,0.9452299166595504,0.11245382380972693,0.1423576666849844,0.9126722098405683
251,2017-02-15,2022-02-15,SVR-CPO,0.24790041571401678,0.2137477524064969,2.1021658675134542,0.1858325832654034,0.25414128880507514,1.1079887719149488
251,2017-02-15,2022-02-15,XGBoost-CPO,0.20589166021553812,0.20590796749071424,1.53315362238801,0.17318732970585546,0.20432404900365309,0.9463259263474685
251,2017-02-15,2022-02-15,EqualWeight,0.22408176665285745,0.2098543275734943,1.763284663615953,0.18542898238440947,0.2254545610386054,0.9819487995430349
251,2017-02-15,2022-02-15,MinVar,0.18214928129794017,0.16951296164843907,1.3262868973189081,0.14765595014861962,0.18397544371062224,0.949161081262734
251,2017-02-15,2022-02-15,MaxSharpe,0.2451248503360198,0.24900464279655504,1.9340163898858527,0.21082620672510421,0.24023878134650944,0.9634705926330771
252,2014-02-13,2019-02-13,SVR-CPO,0.14058089711139563,0.13396149972135504,0.9386584594145462,0.09946626906690857,0.14158468370084876,0.9910987718367381
252,2014-02-13,2019-02-13,XGBoost-CPO,0.14239398549413143,0.13122674638114543,0.9600659782962777,0.09487197880681635,0.1440951409597273,1.058204822506752
252,2014-02-13,2019-02-13,EqualWeight,0.13932753625438776,0.12239992736483113,0.9409176507389247,0.09328799393109884,0.14185066245851674,1.043301845747401
252,2014-02-13,2019-02-13,MinVar,0.13283781465484149,0.11707056741204665,0.8846397148987,0.08597057938437655,0.13514987097753806,1.0566151270041277
252,2014-02-13,2019-02-13,MaxSharpe,0.15530781064007218,0.14677261429481941,1.0688187446634068,0.10610543202927762,0.1565199631326475,1.067879452286733
253,2015-02-15,2020-02-15,SVR-CPO,0.20954795861488396,0.1764662884722596,1.654979107357648,0.1314946010054977,0.21569276850494168,1.274181276901847
253,2015-02-15,2020-02-15,XGBoost-CPO,0.15797459166694086,0.16182216428666577,1.0736653658207507,0.12092000043737618,0.15706140600699459,0.9591018131612021
253,2015-02-15,2020-02-15,EqualWeight,0.17326173248282764,0.15344699672303616,1.25436015122848,0.11698609452287766,0.17656066911196433,1.1220285027735348
253,2015-02-15,2020-02-15,MinVar,0.16193468727535348,0.12587197363026367,1.1712905330482126,0.09180976372185454,0.1677578834502229,1.3063391344596613
253,2015-02-15,2020-02-15,MaxSharpe,0.18014404582854499,0.1494034157918768,1.34139993741833,0.10086430911470971,0.18551004332736754,1.369602855966011
254,2014-02-22,2019-02-22,SVR-CPO,0.12326680733624022,0.1641016020931707,0.7381245813356994,0.12039897508476262,0.11692176586472525,0.6749792286772144
254,2014-02-22,2019-02-22,XGBoost-CPO,0.10548509652140858,0.151693902327388,0.6049904004930009,0.10902720634870784,0.09925921292538176,0.5822867396818425
254,2014-02-22,2019-02-22,EqualWeight,0.11161433861001048,0.14632271478103345,0.6619767407368575,0.10602274652157592,0.10695771007465038,0.6565981442090238
254,2014-02-22,2019-02-22,MinVar,0.10714294817286676,0.12449452388654449,0.6493989291652569,0.08866953364453997,0.10527689757447067,0.734671149100806
254,2014-02-22,2019-02-22,MaxSharpe,0.10876004405781668,0.1644760965068777,0.615079653279853,0.12126790154056105,0.10063796723260632,0.5505170223093795
255,2017-09-16,2022-09-16,SVR-CPO,0.1534564310912288,0.22905938835093048,0.8965665081978806,0.19112050202687159,0.13658318536503544,0.5831735994265963
255,2017-09-16,2022-09-16,XGBoost-CPO,0.15988570318922996,0.2531380237000637,0.8990259141948735,0.2273842892450609,0.13687784977330253,0.5184426047227033
255,2017-09-16,2022-09-16,EqualWeight,0.12488020730420658,0.22437657117979745,0.65029105612443,0.19838063542908427,0.10539645252448637,0.41778375759782277
255,2017-09-16,2022-09-16,MinVar,0.1252762079331792,0.1939396137370383,0.7090078934685686,0.1610434970598529,0.11315383478953511,0.5171038225916631
255,2017-09-16,2022-09-16,MaxSharpe,0.17568852085107567,0.2470655267972537,1.0744385886844117,0.21130493216857535,0.15714769335250978,0.6326805507048994
256,2016-01-25,2021-01-25,SVR-CPO,0.27430282099604586,0.22309972856507276,2.5079442364743425,0.1845275496859553,0.28518540940287984,1.2589058999124985
256,2016-01-25,2021-01-25,XGBoost-CPO,0.2548208553933365,0.2167420284442013,2.2021301765655483,0.1872096935768551,0.2619620625361476,1.1368046778302494
256,2016-01-25,2021-01-25,EqualWeight,0.2693999263876954,0.21474757389808213,2.453796714905213,0.18582722424532344,0.2811947762836817,1.2237169624160609
256,2016-01-25,2021-01-25,MinVar,0.141464399617829,0.18128961726996073,0.876816886499659,0.1495176171741398,0.13412763269480776,0.6652353180694757
256,2016-01-25,2021-01-25,MaxSharpe,0.23745734370378954,0.2226849766033168,1.915892932512215,0.18113638721647918,0.23855745027899133,1.0790617319213458
257,2018-10-21,2023-10-21,SVR-CPO,0.18831589943234692,0.23211515687960235,1.2502267649735526,0.18798967289626106,0.17612884667354756,0.7783188149547389
257,2018-10-21,2023-10-21,XGBoost-CPO,0.15689386045782086,0.24605407458806428,0.8891609477815325,0.20148598701631898,0.1356940663702244,0.570232511745421
257,2018-10-21,2023-10-21,EqualWeight,0.15409204797316756,0.2345161525273603,0.8879943645963446,0.19833986828766625,0.13555375112581003,0.5651513684106746
257,2018-10-21,2023-10-21,MinVar,0.1012834494569075,0.19833638092894812,0.5071656738140891,0.1649547117321495,0.08551812003931802,0.35939227703401944
257,2018-10-21,2023-10-21,MaxSharpe,0.2573138256480346,0.2816609511690606,1.9881881582677186,0.20848411259281246,0.24478574380548412,1.0327589137142608
258,2013-08-01,2018-08-01,SVR-CPO,0.176679523798133,0.13490977854876443,1.3245681742310897,0.10142594116124258,0.18380041747041087,1.3278607253348067
258,2013-08-01,2018-08-01,XGBoost-CPO,0.18383572190799,0.1406249756643094,1.4002712668882293,0.10328711855336742,0.19141339255387946,1.3732179181153639
258,2013-08-01,2018-08-01,EqualWeight,0.17307579045114313,0.13015628222658265,1.290053693094475,0.0982382226813476,0.18026352648308008,1.3342646769609194
258,2013-08-01,2018-08-01,MinVar,0.17655666012938814,0.11973255350416974,1.345944169253459,0.08697548983197223,0.18596992138113055,1.547064125644338
258,2013-08-01,2018-08-01,MaxSharpe,0.252220843552584,0.18107902206222576,2.2777100059080264,0.13133909612516825,0.2680261877929777,1.6005960887094897
259,2012-11-21,2017-11-21,SVR-CPO,0.24493259927355587,0.1380656147207708,2.2702004402143845,0.10198136487366682,0.2674445396780989,1.9898988361741001
259,2012-11-21,2017-11-21,XGBoost-CPO,0.2058109012242779,0.12661132633554692,1.706576128614591,0.0868597105078439,0.22038227163525126,1.885925019396477
259,2012-11-21,2017-11-21,EqualWeight,0.2063433167078545,0.1259487210130522,1.7148480635549443,0.09194122785365333,0.22112741861902707,1.787482292160015
259,2012-11-21,2017-11-21,MinVar,0.14701410042147417,0.10936343678725084,1.0339939632150728,0.07699509324821543,0.15259936302136468,1.3639063996316172
